"name"	"description"	"page"
"2257"	"mmurdjan_homolog_chrom_start"	"Pinecone soldierfish chromosome/scaffold start (bp)"	"homologs"
"2258"	"mmurdjan_homolog_chrom_end"	"Pinecone soldierfish chromosome/scaffold end (bp)"	"homologs"
"2259"	"mmurdjan_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2260"	"mmurdjan_homolog_subtype"	"Last common ancestor with Pinecone soldierfish"	"homologs"
"2261"	"mmurdjan_homolog_orthology_type"	"Pinecone soldierfish homology type"	"homologs"
"2262"	"mmurdjan_homolog_perc_id"	"%id. target Pinecone soldierfish gene identical to query gene"	"homologs"
"2263"	"mmurdjan_homolog_perc_id_r1"	"%id. query gene identical to target Pinecone soldierfish gene"	"homologs"
"2264"	"mmurdjan_homolog_goc_score"	"Pinecone soldierfish Gene-order conservation score"	"homologs"
"2265"	"mmurdjan_homolog_wga_coverage"	"Pinecone soldierfish Whole-genome alignment coverage"	"homologs"
"2266"	"mmurdjan_homolog_orthology_confidence"	"Pinecone soldierfish orthology confidence [0 low, 1 high]"	"homologs"
"2267"	"oanatinus_homolog_ensembl_gene"	"Platypus gene stable ID"	"homologs"
"2268"	"oanatinus_homolog_associated_gene_name"	"Platypus gene name"	"homologs"
"2269"	"oanatinus_homolog_ensembl_peptide"	"Platypus protein or transcript stable ID"	"homologs"
"2270"	"oanatinus_homolog_chromosome"	"Platypus chromosome/scaffold name"	"homologs"
"2271"	"oanatinus_homolog_chrom_start"	"Platypus chromosome/scaffold start (bp)"	"homologs"
"2272"	"oanatinus_homolog_chrom_end"	"Platypus chromosome/scaffold end (bp)"	"homologs"
"2273"	"oanatinus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2274"	"oanatinus_homolog_subtype"	"Last common ancestor with Platypus"	"homologs"
"2275"	"oanatinus_homolog_orthology_type"	"Platypus homology type"	"homologs"
"2276"	"oanatinus_homolog_perc_id"	"%id. target Platypus gene identical to query gene"	"homologs"
"2277"	"oanatinus_homolog_perc_id_r1"	"%id. query gene identical to target Platypus gene"	"homologs"
"2278"	"oanatinus_homolog_goc_score"	"Platypus Gene-order conservation score"	"homologs"
"2279"	"oanatinus_homolog_wga_coverage"	"Platypus Whole-genome alignment coverage"	"homologs"
"2280"	"oanatinus_homolog_orthology_confidence"	"Platypus orthology confidence [0 low, 1 high]"	"homologs"
"2281"	"umaritimus_homolog_ensembl_gene"	"Polar bear gene stable ID"	"homologs"
"2282"	"umaritimus_homolog_associated_gene_name"	"Polar bear gene name"	"homologs"
"2283"	"umaritimus_homolog_ensembl_peptide"	"Polar bear protein or transcript stable ID"	"homologs"
"2284"	"umaritimus_homolog_chromosome"	"Polar bear chromosome/scaffold name"	"homologs"
"2285"	"umaritimus_homolog_chrom_start"	"Polar bear chromosome/scaffold start (bp)"	"homologs"
"2286"	"umaritimus_homolog_chrom_end"	"Polar bear chromosome/scaffold end (bp)"	"homologs"
"2287"	"umaritimus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2288"	"umaritimus_homolog_subtype"	"Last common ancestor with Polar bear"	"homologs"
"2289"	"umaritimus_homolog_orthology_type"	"Polar bear homology type"	"homologs"
"2290"	"umaritimus_homolog_perc_id"	"%id. target Polar bear gene identical to query gene"	"homologs"
"2291"	"umaritimus_homolog_perc_id_r1"	"%id. query gene identical to target Polar bear gene"	"homologs"
"2292"	"umaritimus_homolog_goc_score"	"Polar bear Gene-order conservation score"	"homologs"
"2293"	"umaritimus_homolog_wga_coverage"	"Polar bear Whole-genome alignment coverage"	"homologs"
"2294"	"umaritimus_homolog_orthology_confidence"	"Polar bear orthology confidence [0 low, 1 high]"	"homologs"
"2295"	"mochrogaster_homolog_ensembl_gene"	"Prairie vole gene stable ID"	"homologs"
"2296"	"mochrogaster_homolog_associated_gene_name"	"Prairie vole gene name"	"homologs"
"2297"	"mochrogaster_homolog_ensembl_peptide"	"Prairie vole protein or transcript stable ID"	"homologs"
"2298"	"mochrogaster_homolog_chromosome"	"Prairie vole chromosome/scaffold name"	"homologs"
"2299"	"mochrogaster_homolog_chrom_start"	"Prairie vole chromosome/scaffold start (bp)"	"homologs"
"2300"	"mochrogaster_homolog_chrom_end"	"Prairie vole chromosome/scaffold end (bp)"	"homologs"
"2301"	"mochrogaster_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2302"	"mochrogaster_homolog_subtype"	"Last common ancestor with Prairie vole"	"homologs"
"2303"	"mochrogaster_homolog_orthology_type"	"Prairie vole homology type"	"homologs"
"2304"	"mochrogaster_homolog_perc_id"	"%id. target Prairie vole gene identical to query gene"	"homologs"
"2305"	"mochrogaster_homolog_perc_id_r1"	"%id. query gene identical to target Prairie vole gene"	"homologs"
"2306"	"mochrogaster_homolog_goc_score"	"Prairie vole Gene-order conservation score"	"homologs"
"2307"	"mochrogaster_homolog_wga_coverage"	"Prairie vole Whole-genome alignment coverage"	"homologs"
"2308"	"mochrogaster_homolog_orthology_confidence"	"Prairie vole orthology confidence [0 low, 1 high]"	"homologs"
"2309"	"ocuniculus_homolog_ensembl_gene"	"Rabbit gene stable ID"	"homologs"
"2310"	"ocuniculus_homolog_associated_gene_name"	"Rabbit gene name"	"homologs"
"2311"	"ocuniculus_homolog_ensembl_peptide"	"Rabbit protein or transcript stable ID"	"homologs"
"2312"	"ocuniculus_homolog_chromosome"	"Rabbit chromosome/scaffold name"	"homologs"
"2313"	"ocuniculus_homolog_chrom_start"	"Rabbit chromosome/scaffold start (bp)"	"homologs"
"2314"	"ocuniculus_homolog_chrom_end"	"Rabbit chromosome/scaffold end (bp)"	"homologs"
"2315"	"ocuniculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2316"	"ocuniculus_homolog_subtype"	"Last common ancestor with Rabbit"	"homologs"
"2317"	"ocuniculus_homolog_orthology_type"	"Rabbit homology type"	"homologs"
"2318"	"ocuniculus_homolog_perc_id"	"%id. target Rabbit gene identical to query gene"	"homologs"
"2319"	"ocuniculus_homolog_perc_id_r1"	"%id. query gene identical to target Rabbit gene"	"homologs"
"2320"	"ocuniculus_homolog_goc_score"	"Rabbit Gene-order conservation score"	"homologs"
"2321"	"ocuniculus_homolog_wga_coverage"	"Rabbit Whole-genome alignment coverage"	"homologs"
"2322"	"ocuniculus_homolog_orthology_confidence"	"Rabbit orthology confidence [0 low, 1 high]"	"homologs"
"2323"	"omykiss_homolog_ensembl_gene"	"Rainbow trout gene stable ID"	"homologs"
"2324"	"omykiss_homolog_associated_gene_name"	"Rainbow trout gene name"	"homologs"
"2325"	"omykiss_homolog_ensembl_peptide"	"Rainbow trout protein or transcript stable ID"	"homologs"
"2326"	"omykiss_homolog_chromosome"	"Rainbow trout chromosome/scaffold name"	"homologs"
"2327"	"omykiss_homolog_chrom_start"	"Rainbow trout chromosome/scaffold start (bp)"	"homologs"
"2328"	"omykiss_homolog_chrom_end"	"Rainbow trout chromosome/scaffold end (bp)"	"homologs"
"2329"	"omykiss_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2330"	"omykiss_homolog_subtype"	"Last common ancestor with Rainbow trout"	"homologs"
"2331"	"omykiss_homolog_orthology_type"	"Rainbow trout homology type"	"homologs"
"2332"	"omykiss_homolog_perc_id"	"%id. target Rainbow trout gene identical to query gene"	"homologs"
"2333"	"omykiss_homolog_perc_id_r1"	"%id. query gene identical to target Rainbow trout gene"	"homologs"
"2334"	"omykiss_homolog_goc_score"	"Rainbow trout Gene-order conservation score"	"homologs"
"2335"	"omykiss_homolog_wga_coverage"	"Rainbow trout Whole-genome alignment coverage"	"homologs"
"2336"	"omykiss_homolog_orthology_confidence"	"Rainbow trout orthology confidence [0 low, 1 high]"	"homologs"
"2337"	"rnorvegicus_homolog_ensembl_gene"	"Rat gene stable ID"	"homologs"
"2338"	"rnorvegicus_homolog_associated_gene_name"	"Rat gene name"	"homologs"
"2339"	"rnorvegicus_homolog_ensembl_peptide"	"Rat protein or transcript stable ID"	"homologs"
"2340"	"rnorvegicus_homolog_chromosome"	"Rat chromosome/scaffold name"	"homologs"
"2341"	"rnorvegicus_homolog_chrom_start"	"Rat chromosome/scaffold start (bp)"	"homologs"
"2342"	"rnorvegicus_homolog_chrom_end"	"Rat chromosome/scaffold end (bp)"	"homologs"
"2343"	"rnorvegicus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2344"	"rnorvegicus_homolog_subtype"	"Last common ancestor with Rat"	"homologs"
"2345"	"rnorvegicus_homolog_orthology_type"	"Rat homology type"	"homologs"
"2346"	"rnorvegicus_homolog_perc_id"	"%id. target Rat gene identical to query gene"	"homologs"
"2347"	"rnorvegicus_homolog_perc_id_r1"	"%id. query gene identical to target Rat gene"	"homologs"
"2348"	"rnorvegicus_homolog_goc_score"	"Rat Gene-order conservation score"	"homologs"
"2349"	"rnorvegicus_homolog_wga_coverage"	"Rat Whole-genome alignment coverage"	"homologs"
"2350"	"rnorvegicus_homolog_orthology_confidence"	"Rat orthology confidence [0 low, 1 high]"	"homologs"
"2351"	"vvulpes_homolog_ensembl_gene"	"Red fox gene stable ID"	"homologs"
"2352"	"vvulpes_homolog_associated_gene_name"	"Red fox gene name"	"homologs"
"2353"	"vvulpes_homolog_ensembl_peptide"	"Red fox protein or transcript stable ID"	"homologs"
"2354"	"vvulpes_homolog_chromosome"	"Red fox chromosome/scaffold name"	"homologs"
"2355"	"vvulpes_homolog_chrom_start"	"Red fox chromosome/scaffold start (bp)"	"homologs"
"2356"	"vvulpes_homolog_chrom_end"	"Red fox chromosome/scaffold end (bp)"	"homologs"
"2357"	"vvulpes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2358"	"vvulpes_homolog_subtype"	"Last common ancestor with Red fox"	"homologs"
"2359"	"vvulpes_homolog_orthology_type"	"Red fox homology type"	"homologs"
"2360"	"vvulpes_homolog_perc_id"	"%id. target Red fox gene identical to query gene"	"homologs"
"2361"	"vvulpes_homolog_perc_id_r1"	"%id. query gene identical to target Red fox gene"	"homologs"
"2362"	"vvulpes_homolog_goc_score"	"Red fox Gene-order conservation score"	"homologs"
"2363"	"vvulpes_homolog_wga_coverage"	"Red fox Whole-genome alignment coverage"	"homologs"
"2364"	"vvulpes_homolog_orthology_confidence"	"Red fox orthology confidence [0 low, 1 high]"	"homologs"
"2365"	"pnattereri_homolog_ensembl_gene"	"Red-bellied piranha gene stable ID"	"homologs"
"2366"	"pnattereri_homolog_associated_gene_name"	"Red-bellied piranha gene name"	"homologs"
"2367"	"pnattereri_homolog_ensembl_peptide"	"Red-bellied piranha protein or transcript stable ID"	"homologs"
"2368"	"pnattereri_homolog_chromosome"	"Red-bellied piranha chromosome/scaffold name"	"homologs"
"2369"	"pnattereri_homolog_chrom_start"	"Red-bellied piranha chromosome/scaffold start (bp)"	"homologs"
"2370"	"pnattereri_homolog_chrom_end"	"Red-bellied piranha chromosome/scaffold end (bp)"	"homologs"
"2371"	"pnattereri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2372"	"pnattereri_homolog_subtype"	"Last common ancestor with Red-bellied piranha"	"homologs"
"2373"	"pnattereri_homolog_orthology_type"	"Red-bellied piranha homology type"	"homologs"
"2374"	"pnattereri_homolog_perc_id"	"%id. target Red-bellied piranha gene identical to query gene"	"homologs"
"2375"	"pnattereri_homolog_perc_id_r1"	"%id. query gene identical to target Red-bellied piranha gene"	"homologs"
"2376"	"pnattereri_homolog_goc_score"	"Red-bellied piranha Gene-order conservation score"	"homologs"
"2377"	"pnattereri_homolog_wga_coverage"	"Red-bellied piranha Whole-genome alignment coverage"	"homologs"
"2378"	"pnattereri_homolog_orthology_confidence"	"Red-bellied piranha orthology confidence [0 low, 1 high]"	"homologs"
"2379"	"ecalabaricus_homolog_ensembl_gene"	"Reedfish gene stable ID"	"homologs"
"2380"	"ecalabaricus_homolog_associated_gene_name"	"Reedfish gene name"	"homologs"
"2381"	"ecalabaricus_homolog_ensembl_peptide"	"Reedfish protein or transcript stable ID"	"homologs"
"2382"	"ecalabaricus_homolog_chromosome"	"Reedfish chromosome/scaffold name"	"homologs"
"2383"	"ecalabaricus_homolog_chrom_start"	"Reedfish chromosome/scaffold start (bp)"	"homologs"
"2384"	"ecalabaricus_homolog_chrom_end"	"Reedfish chromosome/scaffold end (bp)"	"homologs"
"2385"	"ecalabaricus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2386"	"ecalabaricus_homolog_subtype"	"Last common ancestor with Reedfish"	"homologs"
"2387"	"ecalabaricus_homolog_orthology_type"	"Reedfish homology type"	"homologs"
"2388"	"ecalabaricus_homolog_perc_id"	"%id. target Reedfish gene identical to query gene"	"homologs"
"2389"	"ecalabaricus_homolog_perc_id_r1"	"%id. query gene identical to target Reedfish gene"	"homologs"
"2390"	"ecalabaricus_homolog_goc_score"	"Reedfish Gene-order conservation score"	"homologs"
"2391"	"ecalabaricus_homolog_wga_coverage"	"Reedfish Whole-genome alignment coverage"	"homologs"
"2392"	"ecalabaricus_homolog_orthology_confidence"	"Reedfish orthology confidence [0 low, 1 high]"	"homologs"
"2393"	"mcaroli_homolog_ensembl_gene"	"Ryukyu mouse gene stable ID"	"homologs"
"2394"	"mcaroli_homolog_associated_gene_name"	"Ryukyu mouse gene name"	"homologs"
"2395"	"mcaroli_homolog_ensembl_peptide"	"Ryukyu mouse protein or transcript stable ID"	"homologs"
"2396"	"mcaroli_homolog_chromosome"	"Ryukyu mouse chromosome/scaffold name"	"homologs"
"2397"	"mcaroli_homolog_chrom_start"	"Ryukyu mouse chromosome/scaffold start (bp)"	"homologs"
"2398"	"mcaroli_homolog_chrom_end"	"Ryukyu mouse chromosome/scaffold end (bp)"	"homologs"
"2399"	"mcaroli_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2400"	"mcaroli_homolog_subtype"	"Last common ancestor with Ryukyu mouse"	"homologs"
"2401"	"mcaroli_homolog_orthology_type"	"Ryukyu mouse homology type"	"homologs"
"2402"	"mcaroli_homolog_perc_id"	"%id. target Ryukyu mouse gene identical to query gene"	"homologs"
"2403"	"mcaroli_homolog_perc_id_r1"	"%id. query gene identical to target Ryukyu mouse gene"	"homologs"
"2404"	"mcaroli_homolog_goc_score"	"Ryukyu mouse Gene-order conservation score"	"homologs"
"2405"	"mcaroli_homolog_wga_coverage"	"Ryukyu mouse Whole-genome alignment coverage"	"homologs"
"2406"	"mcaroli_homolog_orthology_confidence"	"Ryukyu mouse orthology confidence [0 low, 1 high]"	"homologs"
"2407"	"scerevisiae_homolog_ensembl_gene"	"Saccharomyces cerevisiae gene stable ID"	"homologs"
"2408"	"scerevisiae_homolog_associated_gene_name"	"Saccharomyces cerevisiae gene name"	"homologs"
"2409"	"scerevisiae_homolog_ensembl_peptide"	"Saccharomyces cerevisiae protein or transcript stable ID"	"homologs"
"2410"	"scerevisiae_homolog_chromosome"	"Saccharomyces cerevisiae chromosome/scaffold name"	"homologs"
"2411"	"scerevisiae_homolog_chrom_start"	"Saccharomyces cerevisiae chromosome/scaffold start (bp)"	"homologs"
"2412"	"scerevisiae_homolog_chrom_end"	"Saccharomyces cerevisiae chromosome/scaffold end (bp)"	"homologs"
"2413"	"scerevisiae_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2414"	"scerevisiae_homolog_subtype"	"Last common ancestor with Saccharomyces cerevisiae"	"homologs"
"2415"	"scerevisiae_homolog_orthology_type"	"Saccharomyces cerevisiae homology type"	"homologs"
"2416"	"scerevisiae_homolog_perc_id"	"%id. target Saccharomyces cerevisiae gene identical to query gene"	"homologs"
"2417"	"scerevisiae_homolog_perc_id_r1"	"%id. query gene identical to target Saccharomyces cerevisiae gene"	"homologs"
"2418"	"scerevisiae_homolog_orthology_confidence"	"Saccharomyces cerevisiae orthology confidence [0 low, 1 high]"	"homologs"
"2419"	"platipinna_homolog_ensembl_gene"	"Sailfin molly gene stable ID"	"homologs"
"2420"	"platipinna_homolog_associated_gene_name"	"Sailfin molly gene name"	"homologs"
"2421"	"platipinna_homolog_ensembl_peptide"	"Sailfin molly protein or transcript stable ID"	"homologs"
"2422"	"platipinna_homolog_chromosome"	"Sailfin molly chromosome/scaffold name"	"homologs"
"2423"	"platipinna_homolog_chrom_start"	"Sailfin molly chromosome/scaffold start (bp)"	"homologs"
"2424"	"platipinna_homolog_chrom_end"	"Sailfin molly chromosome/scaffold end (bp)"	"homologs"
"2425"	"platipinna_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2426"	"platipinna_homolog_subtype"	"Last common ancestor with Sailfin molly"	"homologs"
"2427"	"platipinna_homolog_orthology_type"	"Sailfin molly homology type"	"homologs"
"2428"	"platipinna_homolog_perc_id"	"%id. target Sailfin molly gene identical to query gene"	"homologs"
"2429"	"platipinna_homolog_perc_id_r1"	"%id. query gene identical to target Sailfin molly gene"	"homologs"
"2430"	"platipinna_homolog_goc_score"	"Sailfin molly Gene-order conservation score"	"homologs"
"2431"	"platipinna_homolog_wga_coverage"	"Sailfin molly Whole-genome alignment coverage"	"homologs"
"2432"	"platipinna_homolog_orthology_confidence"	"Sailfin molly orthology confidence [0 low, 1 high]"	"homologs"
"2433"	"oaries_homolog_ensembl_gene"	"Sheep (texel) gene stable ID"	"homologs"
"2434"	"oaries_homolog_associated_gene_name"	"Sheep (texel) gene name"	"homologs"
"2435"	"oaries_homolog_ensembl_peptide"	"Sheep (texel) protein or transcript stable ID"	"homologs"
"2436"	"oaries_homolog_chromosome"	"Sheep (texel) chromosome/scaffold name"	"homologs"
"2437"	"oaries_homolog_chrom_start"	"Sheep (texel) chromosome/scaffold start (bp)"	"homologs"
"2438"	"oaries_homolog_chrom_end"	"Sheep (texel) chromosome/scaffold end (bp)"	"homologs"
"2439"	"oaries_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2440"	"oaries_homolog_subtype"	"Last common ancestor with Sheep (texel)"	"homologs"
"2441"	"oaries_homolog_orthology_type"	"Sheep (texel) homology type"	"homologs"
"2442"	"oaries_homolog_perc_id"	"%id. target Sheep (texel) gene identical to query gene"	"homologs"
"2443"	"oaries_homolog_perc_id_r1"	"%id. query gene identical to target Sheep (texel) gene"	"homologs"
"2444"	"oaries_homolog_goc_score"	"Sheep (texel) Gene-order conservation score"	"homologs"
"2445"	"oaries_homolog_wga_coverage"	"Sheep (texel) Whole-genome alignment coverage"	"homologs"
"2446"	"oaries_homolog_orthology_confidence"	"Sheep (texel) orthology confidence [0 low, 1 high]"	"homologs"
"2447"	"cvariegatus_homolog_ensembl_gene"	"Sheepshead minnow gene stable ID"	"homologs"
"2448"	"cvariegatus_homolog_associated_gene_name"	"Sheepshead minnow gene name"	"homologs"
"2449"	"cvariegatus_homolog_ensembl_peptide"	"Sheepshead minnow protein or transcript stable ID"	"homologs"
"2450"	"cvariegatus_homolog_chromosome"	"Sheepshead minnow chromosome/scaffold name"	"homologs"
"2451"	"cvariegatus_homolog_chrom_start"	"Sheepshead minnow chromosome/scaffold start (bp)"	"homologs"
"2452"	"cvariegatus_homolog_chrom_end"	"Sheepshead minnow chromosome/scaffold end (bp)"	"homologs"
"2453"	"cvariegatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2454"	"cvariegatus_homolog_subtype"	"Last common ancestor with Sheepshead minnow"	"homologs"
"2455"	"cvariegatus_homolog_orthology_type"	"Sheepshead minnow homology type"	"homologs"
"2456"	"cvariegatus_homolog_perc_id"	"%id. target Sheepshead minnow gene identical to query gene"	"homologs"
"2457"	"cvariegatus_homolog_perc_id_r1"	"%id. query gene identical to target Sheepshead minnow gene"	"homologs"
"2458"	"cvariegatus_homolog_goc_score"	"Sheepshead minnow Gene-order conservation score"	"homologs"
"2459"	"cvariegatus_homolog_wga_coverage"	"Sheepshead minnow Whole-genome alignment coverage"	"homologs"
"2460"	"cvariegatus_homolog_orthology_confidence"	"Sheepshead minnow orthology confidence [0 low, 1 high]"	"homologs"
"2461"	"pmexicana_homolog_ensembl_gene"	"Shortfin molly gene stable ID"	"homologs"
"2462"	"pmexicana_homolog_associated_gene_name"	"Shortfin molly gene name"	"homologs"
"2463"	"pmexicana_homolog_ensembl_peptide"	"Shortfin molly protein or transcript stable ID"	"homologs"
"2464"	"pmexicana_homolog_chromosome"	"Shortfin molly chromosome/scaffold name"	"homologs"
"2465"	"pmexicana_homolog_chrom_start"	"Shortfin molly chromosome/scaffold start (bp)"	"homologs"
"2466"	"pmexicana_homolog_chrom_end"	"Shortfin molly chromosome/scaffold end (bp)"	"homologs"
"2467"	"pmexicana_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2468"	"pmexicana_homolog_subtype"	"Last common ancestor with Shortfin molly"	"homologs"
"2469"	"pmexicana_homolog_orthology_type"	"Shortfin molly homology type"	"homologs"
"2470"	"pmexicana_homolog_perc_id"	"%id. target Shortfin molly gene identical to query gene"	"homologs"
"2471"	"pmexicana_homolog_perc_id_r1"	"%id. query gene identical to target Shortfin molly gene"	"homologs"
"2472"	"pmexicana_homolog_goc_score"	"Shortfin molly Gene-order conservation score"	"homologs"
"2473"	"pmexicana_homolog_wga_coverage"	"Shortfin molly Whole-genome alignment coverage"	"homologs"
"2474"	"pmexicana_homolog_orthology_confidence"	"Shortfin molly orthology confidence [0 low, 1 high]"	"homologs"
"2475"	"saraneus_homolog_ensembl_gene"	"Shrew gene stable ID"	"homologs"
"2476"	"saraneus_homolog_associated_gene_name"	"Shrew gene name"	"homologs"
"2477"	"saraneus_homolog_ensembl_peptide"	"Shrew protein or transcript stable ID"	"homologs"
"2478"	"saraneus_homolog_chromosome"	"Shrew chromosome/scaffold name"	"homologs"
"2479"	"saraneus_homolog_chrom_start"	"Shrew chromosome/scaffold start (bp)"	"homologs"
"2480"	"saraneus_homolog_chrom_end"	"Shrew chromosome/scaffold end (bp)"	"homologs"
"2481"	"saraneus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2482"	"saraneus_homolog_subtype"	"Last common ancestor with Shrew"	"homologs"
"2483"	"saraneus_homolog_orthology_type"	"Shrew homology type"	"homologs"
"2484"	"saraneus_homolog_perc_id"	"%id. target Shrew gene identical to query gene"	"homologs"
"2485"	"saraneus_homolog_perc_id_r1"	"%id. query gene identical to target Shrew gene"	"homologs"
"2486"	"saraneus_homolog_goc_score"	"Shrew Gene-order conservation score"	"homologs"
"2487"	"saraneus_homolog_wga_coverage"	"Shrew Whole-genome alignment coverage"	"homologs"
"2488"	"saraneus_homolog_orthology_confidence"	"Shrew orthology confidence [0 low, 1 high]"	"homologs"
"2489"	"mpahari_homolog_ensembl_gene"	"Shrew mouse gene stable ID"	"homologs"
"2490"	"mpahari_homolog_associated_gene_name"	"Shrew mouse gene name"	"homologs"
"2491"	"mpahari_homolog_ensembl_peptide"	"Shrew mouse protein or transcript stable ID"	"homologs"
"2492"	"mpahari_homolog_chromosome"	"Shrew mouse chromosome/scaffold name"	"homologs"
"2493"	"mpahari_homolog_chrom_start"	"Shrew mouse chromosome/scaffold start (bp)"	"homologs"
"2494"	"mpahari_homolog_chrom_end"	"Shrew mouse chromosome/scaffold end (bp)"	"homologs"
"2495"	"mpahari_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2496"	"mpahari_homolog_subtype"	"Last common ancestor with Shrew mouse"	"homologs"
"2497"	"mpahari_homolog_orthology_type"	"Shrew mouse homology type"	"homologs"
"2498"	"mpahari_homolog_perc_id"	"%id. target Shrew mouse gene identical to query gene"	"homologs"
"2499"	"mpahari_homolog_perc_id_r1"	"%id. query gene identical to target Shrew mouse gene"	"homologs"
"2500"	"mpahari_homolog_goc_score"	"Shrew mouse Gene-order conservation score"	"homologs"
"2501"	"mpahari_homolog_wga_coverage"	"Shrew mouse Whole-genome alignment coverage"	"homologs"
"2502"	"mpahari_homolog_orthology_confidence"	"Shrew mouse orthology confidence [0 low, 1 high]"	"homologs"
"2503"	"bsplendens_homolog_ensembl_gene"	"Siamese fighting fish gene stable ID"	"homologs"
"2504"	"bsplendens_homolog_associated_gene_name"	"Siamese fighting fish gene name"	"homologs"
"2505"	"bsplendens_homolog_ensembl_peptide"	"Siamese fighting fish protein or transcript stable ID"	"homologs"
"2506"	"bsplendens_homolog_chromosome"	"Siamese fighting fish chromosome/scaffold name"	"homologs"
"2507"	"bsplendens_homolog_chrom_start"	"Siamese fighting fish chromosome/scaffold start (bp)"	"homologs"
"2508"	"bsplendens_homolog_chrom_end"	"Siamese fighting fish chromosome/scaffold end (bp)"	"homologs"
"2509"	"bsplendens_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2510"	"bsplendens_homolog_subtype"	"Last common ancestor with Siamese fighting fish"	"homologs"
"2511"	"bsplendens_homolog_orthology_type"	"Siamese fighting fish homology type"	"homologs"
"2512"	"bsplendens_homolog_perc_id"	"%id. target Siamese fighting fish gene identical to query gene"	"homologs"
"2513"	"bsplendens_homolog_perc_id_r1"	"%id. query gene identical to target Siamese fighting fish gene"	"homologs"
"2514"	"bsplendens_homolog_goc_score"	"Siamese fighting fish Gene-order conservation score"	"homologs"
"2515"	"bsplendens_homolog_wga_coverage"	"Siamese fighting fish Whole-genome alignment coverage"	"homologs"
"2516"	"bsplendens_homolog_orthology_confidence"	"Siamese fighting fish orthology confidence [0 low, 1 high]"	"homologs"
"2517"	"choffmanni_homolog_ensembl_gene"	"Sloth gene stable ID"	"homologs"
"2518"	"choffmanni_homolog_associated_gene_name"	"Sloth gene name"	"homologs"
"2519"	"choffmanni_homolog_ensembl_peptide"	"Sloth protein or transcript stable ID"	"homologs"
"2520"	"choffmanni_homolog_chromosome"	"Sloth chromosome/scaffold name"	"homologs"
"2521"	"choffmanni_homolog_chrom_start"	"Sloth chromosome/scaffold start (bp)"	"homologs"
"2522"	"choffmanni_homolog_chrom_end"	"Sloth chromosome/scaffold end (bp)"	"homologs"
"2523"	"choffmanni_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2524"	"choffmanni_homolog_subtype"	"Last common ancestor with Sloth"	"homologs"
"2525"	"choffmanni_homolog_orthology_type"	"Sloth homology type"	"homologs"
"2526"	"choffmanni_homolog_perc_id"	"%id. target Sloth gene identical to query gene"	"homologs"
"2527"	"choffmanni_homolog_perc_id_r1"	"%id. query gene identical to target Sloth gene"	"homologs"
"2528"	"choffmanni_homolog_goc_score"	"Sloth Gene-order conservation score"	"homologs"
"2529"	"choffmanni_homolog_wga_coverage"	"Sloth Whole-genome alignment coverage"	"homologs"
"2530"	"choffmanni_homolog_orthology_confidence"	"Sloth orthology confidence [0 low, 1 high]"	"homologs"
"2531"	"catys_homolog_ensembl_gene"	"Sooty mangabey gene stable ID"	"homologs"
"2532"	"catys_homolog_associated_gene_name"	"Sooty mangabey gene name"	"homologs"
"2533"	"catys_homolog_ensembl_peptide"	"Sooty mangabey protein or transcript stable ID"	"homologs"
"2534"	"catys_homolog_chromosome"	"Sooty mangabey chromosome/scaffold name"	"homologs"
"2535"	"catys_homolog_chrom_start"	"Sooty mangabey chromosome/scaffold start (bp)"	"homologs"
"2536"	"catys_homolog_chrom_end"	"Sooty mangabey chromosome/scaffold end (bp)"	"homologs"
"2537"	"catys_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2538"	"catys_homolog_subtype"	"Last common ancestor with Sooty mangabey"	"homologs"
"2539"	"catys_homolog_orthology_type"	"Sooty mangabey homology type"	"homologs"
"2540"	"catys_homolog_perc_id"	"%id. target Sooty mangabey gene identical to query gene"	"homologs"
"2541"	"catys_homolog_perc_id_r1"	"%id. query gene identical to target Sooty mangabey gene"	"homologs"
